,Sentences,Categories,Perplexities (ckpt 0),Perplexities (ckpt 100),Perplexities (ckpt 200),Perplexities (ckpt 300),Perplexities (ckpt 400),Perplexities (ckpt 500),Perplexities (ckpt 600),Perplexities (ckpt 700),Perplexities (ckpt 800),Perplexities (ckpt 900),Perplexities (ckpt 1000),Perplexities (ckpt 1100),Perplexities (ckpt 1200)
10,But here is a mushroom that's past its prime.,en_multilingual_blimp_correct_affected.test,17972.916015625,728.9708862304688,917.349365234375,598.453369140625,529.3784790039062,608.9513549804688,411.5046081542969,497.5892639160156,631.7685546875,423.3253479003906,744.7357788085938,701.4015502929688,809.8320922851562
11,"Yes, lovely creature, isn't she?",en_multilingual_blimp_correct_affected.test,22563.759765625,14364.2578125,39633.7265625,33148.7109375,29996.0703125,27213.3515625,33740.73828125,43428.58203125,38784.3125,45140.796875,74935.0234375,109090.0390625,129605.8359375
12,how much is a flight from washington to montreal,en_multilingual_blimp_correct_affected.test,33928.7578125,2556.39892578125,3184.2451171875,2932.7001953125,2704.035888671875,1448.9368896484375,1924.2454833984375,2790.92333984375,3717.8173828125,4190.00830078125,8603.62890625,6202.8623046875,13271.951171875
13,"For one thing, there is increasing concern, and that is undoubtedly true, on the part of experts too.",en_multilingual_blimp_correct_affected.test,23421.26171875,1411.8658447265625,2699.038818359375,2366.61181640625,2195.37255859375,2118.759521484375,3100.583984375,3608.35302734375,2257.166748046875,3099.89208984375,3181.1943359375,2949.098876953125,6511.955078125
14,"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.",en_multilingual_blimp_correct_affected.test,22621.84765625,1138.27978515625,1139.1898193359375,1407.8094482421875,1577.174072265625,1075.672607421875,828.9520874023438,889.6267700195312,962.66845703125,784.312744140625,841.7252197265625,1043.0867919921875,1459.414306640625
15,how much is a flight from washington to boston,en_multilingual_blimp_correct_affected.test,29222.9921875,2076.891357421875,1934.401123046875,2335.4970703125,1944.72509765625,1181.30517578125,1558.418212890625,2253.773681640625,2941.453369140625,3222.593994140625,5859.40966796875,4515.79541015625,7517.505859375
16,"Tindi Kente is a wonderful dancer, wonderful, isn't she... just like a snake brought out by music, and sometimes he 'll try with her.",en_multilingual_blimp_correct_affected.test,25673.421875,2138.097412109375,2965.412841796875,3427.516357421875,3118.415283203125,3641.057373046875,3665.676025390625,3604.596923828125,3178.401611328125,3336.7353515625,3222.72607421875,4115.8056640625,4472.0556640625
17,"For one thing, there is increasing concern, and that is undoubtedly true, on the part of experts too.",en_multilingual_blimp_correct_affected.test,23421.26171875,1411.8658447265625,2699.038818359375,2366.61181640625,2195.37255859375,2118.759521484375,3100.583984375,3608.35302734375,2257.166748046875,3099.89208984375,3181.1943359375,2949.098876953125,6511.955078125
18,In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,en_multilingual_blimp_correct_affected.test,24474.65625,608.86865234375,368.8355407714844,341.9789733886719,289.8302001953125,337.86395263671875,332.36456298828125,278.51617431640625,248.46908569335938,246.6983642578125,323.1529846191406,278.5413818359375,300.6302490234375
19,"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.",en_multilingual_blimp_correct_affected.test,22621.84765625,1138.27978515625,1139.1898193359375,1407.8094482421875,1577.174072265625,1075.672607421875,828.9520874023438,889.6267700195312,962.66845703125,784.312744140625,841.7252197265625,1043.0867919921875,1459.414306640625
20,This is whale meat that I photographed in a grocery store in Tokyo - or is it?,en_multilingual_blimp_correct_affected.test,30050.556640625,1109.209228515625,621.6070556640625,402.7959899902344,359.78912353515625,249.9065704345703,244.5702667236328,243.74635314941406,289.9735412597656,247.00474548339844,242.34483337402344,238.64100646972656,412.4483337402344
21,But here is a mushroom that's past its prime.,en_multilingual_blimp_correct_affected.test,17972.916015625,728.9708862304688,917.349365234375,598.453369140625,529.3784790039062,608.9513549804688,411.5046081542969,497.5892639160156,631.7685546875,423.3253479003906,744.7357788085938,701.4015502929688,809.8320922851562
22,In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,en_multilingual_blimp_correct_affected.test,24474.65625,608.86865234375,368.8355407714844,341.9789733886719,289.8302001953125,337.86395263671875,332.36456298828125,278.51617431640625,248.46908569335938,246.6983642578125,323.1529846191406,278.5413818359375,300.6302490234375
23,"You say I cook chicken, isn't it?",en_multilingual_blimp_correct_affected.test,30689.517578125,5415.787109375,7658.73095703125,10668.5654296875,9105.9990234375,7547.4033203125,8620.2763671875,9830.2265625,8337.5791015625,8322.7392578125,13322.423828125,16967.80078125,12993.41015625
24,"Tindi Kente is a wonderful dancer, wonderful, isn't she... just like a snake brought out by music, and sometimes he 'll try with her.",en_multilingual_blimp_correct_affected.test,25673.421875,2138.097412109375,2965.412841796875,3427.516357421875,3118.415283203125,3641.057373046875,3665.676025390625,3604.596923828125,3178.401611328125,3336.7353515625,3222.72607421875,4115.8056640625,4472.0556640625
25,"The answer is obvious, isn't it?",en_multilingual_blimp_correct_affected.test,18402.748046875,4599.94140625,4082.810546875,5386.56591796875,3226.51806640625,3392.23046875,3912.6337890625,4826.64501953125,6006.244140625,4152.84375,9292.59765625,8795.95703125,10717.47265625
26,"You say I cook chicken, isn't it?",en_multilingual_blimp_correct_affected.test,30689.517578125,5415.787109375,7658.73095703125,10668.5654296875,9105.9990234375,7547.4033203125,8620.2763671875,9830.2265625,8337.5791015625,8322.7392578125,13322.423828125,16967.80078125,12993.41015625
27,"The answer is obvious, isn't it?",en_multilingual_blimp_correct_affected.test,18402.748046875,4599.94140625,4082.810546875,5386.56591796875,3226.51806640625,3392.23046875,3912.6337890625,4826.64501953125,6006.244140625,4152.84375,9292.59765625,8795.95703125,10717.47265625
28,What do the new al-Qaeda videotape and audio speeches of Bin Laden and Ayman al-Zawahiri tell us about the hopes of the remaining top leadership of the organization?,en_multilingual_blimp_correct_affected.test,21674.783203125,2361.31396484375,1422.182861328125,1032.2041015625,809.9000244140625,605.5961303710938,729.6209106445312,744.4229736328125,862.7950439453125,970.398681640625,1037.754150390625,1102.35302734375,1449.9266357421875
29,What do other Holga owners do when they need to change film when they are traveling?,en_multilingual_blimp_correct_affected.test,21276.76953125,1278.8507080078125,839.5185546875,907.8658447265625,606.275390625,426.4134521484375,431.38824462890625,556.5995483398438,725.1780395507812,684.4055786132812,1073.4217529296875,1227.7950439453125,1193.9569091796875
30,"Even the IP and ICDC have abandoned the neighbourhood, and those are trained and armed, so don't expect scared civilians to do anything except to hide inside and pray a helicopter or a tank doesn't bomb them, and also how are American soldiers going to distinguish the brave and valiant civilians from the Fedayeen?",en_multilingual_blimp_correct_affected.test,23150.115234375,1915.561279296875,2234.058349609375,2318.174072265625,2440.3173828125,1904.3846435546875,1610.7999267578125,2080.626220703125,2224.809326171875,1962.13525390625,2603.52392578125,3074.440185546875,2404.819580078125
31,"When those lucky enough not to have Herpes create a climate of shame and indignity for those of us who do, not only are they hurting us, but they are hurting themselves.",en_multilingual_blimp_correct_affected.test,22574.046875,1302.666748046875,1268.40380859375,1200.346923828125,1066.279296875,772.5331420898438,733.0621337890625,660.23583984375,667.68505859375,754.2435302734375,758.9403686523438,914.8507080078125,822.5647583007812
32,Is there any other way to communicate or do your friends only understand text.,en_multilingual_blimp_correct_affected.test,22831.77734375,722.7308959960938,562.3557739257812,340.1279296875,291.0389709472656,256.2111511230469,264.9496154785156,273.35821533203125,295.31585693359375,321.57122802734375,296.27227783203125,468.7927551269531,357.70452880859375
33,What do french men find sexy?,en_multilingual_blimp_correct_affected.test,20819.046875,8585.61328125,3918.664306640625,2993.712890625,5810.2529296875,4196.19384765625,5076.9404296875,4371.548828125,5042.9638671875,3478.1005859375,4389.22314453125,7417.77490234375,6222.46142578125
34,Also how much do compact system cameras drop on boxing day?,en_multilingual_blimp_correct_affected.test,24064.2109375,5814.0830078125,3652.30078125,3368.8056640625,5138.1865234375,3977.653564453125,5643.39892578125,3888.58447265625,3835.083251953125,7663.384765625,5002.5166015625,7090.3935546875,11222.0712890625
35,How do these places stay in business.,en_multilingual_blimp_correct_affected.test,26788.94140625,972.2059326171875,832.876220703125,596.160888671875,589.0847778320312,523.3912353515625,449.08795166015625,541.1192016601562,796.5825805664062,810.5842895507812,843.0849609375,845.5899658203125,1275.9361572265625
36,How are things going with you?,en_multilingual_blimp_correct_affected.test,26819.208984375,504.24993896484375,524.93212890625,359.77178955078125,321.8521423339844,164.2247314453125,129.65724182128906,146.90234375,189.37417602539062,164.4769287109375,169.59864807128906,289.2936706542969,152.2688446044922
37,"It looks good on paper, but what do they really have?",en_multilingual_blimp_correct_affected.test,22967.923828125,732.9478759765625,1445.000732421875,936.515869140625,843.5184326171875,1257.656494140625,1242.273681640625,763.55029296875,802.558837890625,925.8681640625,834.7476196289062,1123.1954345703125,2214.27685546875
38,"People like this will never have my sympathy, nor do they deserve my sympathy.",en_multilingual_blimp_correct_affected.test,23585.111328125,825.9940185546875,1235.17041015625,961.958984375,1049.0220947265625,1030.9600830078125,709.2723388671875,571.6639404296875,479.8673095703125,511.9060363769531,448.88134765625,960.7084350585938,966.7334594726562
39,But do they know what they have heard?,en_multilingual_blimp_correct_affected.test,16298.0849609375,283.6638488769531,375.7213439941406,282.1710205078125,274.0945129394531,219.4486083984375,248.97122192382812,178.8023681640625,267.4330139160156,295.5908508300781,305.4243469238281,248.63180541992188,344.8679504394531
40,"Struggling against the currents of human nature and society, they may lose more often than they win - but only rarely do they give up.",en_multilingual_blimp_correct_affected.test,20023.0859375,1314.8538818359375,677.974853515625,489.5694274902344,453.1314697265625,315.35809326171875,265.26971435546875,272.9138488769531,292.4381408691406,303.8414611816406,314.5331726074219,275.784912109375,306.1379089355469
41,What do they want to hear how you had to go round to the back door of the missionary's house?,en_multilingual_blimp_correct_affected.test,24117.396484375,337.95806884765625,257.07830810546875,193.46389770507812,157.39735412597656,138.7966766357422,146.7597198486328,184.92506408691406,160.77955627441406,188.24708557128906,209.3961181640625,277.8482971191406,243.34788513183594
42,"The below site from the US government verifies this-it's the same for Canada,too.....",en_multilingual_blimp_correct_affected.test,28982.3046875,2871.136962890625,1673.205078125,1515.062744140625,1415.3797607421875,1665.067138671875,1372.7105712890625,2306.527099609375,1842.9996337890625,1912.5338134765625,2940.73681640625,2696.196044921875,2784.449951171875
43,"Typically, a developer creates an XSL transformation file that, when applied to an XML document during export, interprets or transforms the XML data into a presentation format that can be recognized by another application, such as Service Advertising Protocol (SAP) or a custom purchase order format.",en_multilingual_blimp_correct_affected.test,23523.71875,4435.41748046875,3746.8046875,2336.77490234375,1770.031494140625,1235.5037841796875,1655.0203857421875,1715.2904052734375,1872.578857421875,1667.9635009765625,1666.600830078125,2197.4033203125,2860.67724609375
44,"In the best case, the clamoring for a ""refund"" subsides.",en_multilingual_blimp_correct_affected.test,22499.9375,2465.783935546875,2791.720703125,3755.45458984375,2952.171875,1964.6292724609375,2805.911376953125,3749.396484375,5120.3466796875,4930.07275390625,5583.05810546875,4954.998046875,7211.91357421875
45,Can you accept that the road we are travelling points toward a grim and painful future?,en_multilingual_blimp_correct_affected.test,26624.15625,1248.0257568359375,722.2640380859375,707.1777954101562,839.7551879882812,624.9512329101562,757.26806640625,725.860595703125,646.7711791992188,660.1427001953125,526.6080932617188,509.554931640625,571.29736328125
46,Scientific research to develop products like irradiated sterile insects or the Oxitec mosquitoes proceeds progressively from more to less contained conditions – from the laboratory to confined trials to limited field trials.,en_multilingual_blimp_correct_affected.test,25574.16015625,4883.04638671875,2668.014892578125,2527.439208984375,1391.9727783203125,1303.7752685546875,1337.0848388671875,1728.92236328125,2240.177978515625,2502.203125,3066.02783203125,2675.23193359375,2903.323486328125
47,"""Balzac's use of repeating characters, moving in and out of the Comédie's books, strengthens the realist representation.",en_multilingual_blimp_correct_affected.test,26460.509765625,3689.539306640625,1838.41796875,2308.6123046875,1784.9503173828125,1900.3035888671875,1547.4749755859375,1619.3621826171875,1675.9024658203125,2366.6064453125,2280.2294921875,2559.123779296875,3881.7041015625
48,"Like The Two Gentlemen of Verona, in which two friends appear to approve of rape, the Shrew's story of the taming of a woman's independent spirit by a man sometimes troubles modern critics and directors.",en_multilingual_blimp_correct_affected.test,23002.228515625,1973.3271484375,1361.350830078125,1346.234375,1123.0968017578125,1010.7901000976562,1132.345947265625,1351.77294921875,1592.3662109375,1587.073486328125,1980.2862548828125,1858.1251220703125,2164.06103515625
49,The feeling of being swept along and of uncertainty as regards the future prevents you from seeing things in any perspective whatsoever.,en_multilingual_blimp_correct_affected.test,26959.890625,2398.510498046875,1396.44287109375,940.7803955078125,637.79345703125,436.3609619140625,558.9672241210938,452.56378173828125,376.33099365234375,441.2276611328125,524.3797607421875,674.8636474609375,792.9852294921875
50,"750,000 - Tons of toxic waste the US military, the world's biggest polluter, generates around the world each year.",en_multilingual_blimp_correct_affected.test,23725.609375,1553.2642822265625,1184.7750244140625,863.6832885742188,595.3713989257812,608.8828125,585.9856567382812,546.4568481445312,785.7437744140625,626.7633056640625,819.704833984375,1064.0302734375,1397.9732666015625
51,"Your love life is full, and any dissatisfaction with career and money matters fades into the background.",en_multilingual_blimp_correct_affected.test,28476.978515625,1895.6400146484375,1489.4005126953125,872.0941162109375,628.4424438476562,691.3886108398438,608.5789184570312,778.7868041992188,1023.6836547851562,1091.712646484375,2115.8427734375,1884.5911865234375,2340.81640625
52,Examination of three views of the right foot demonstrates the second through fifth metatarsal head fractures.,en_multilingual_blimp_correct_affected.test,23862.96484375,2899.43994140625,1091.357666015625,910.0087280273438,1013.2526245117188,823.9033203125,651.1569213867188,748.1355590820312,858.4782104492188,1055.973876953125,1867.6004638671875,1534.026611328125,1987.4539794921875
53,"In this scenario, pieces of option three remain stubbornly impervious to artificial intelligence and continue to be mind-numbingly boring, while option four – engaging in social reciprocity and negotiation – remains limited.",en_multilingual_blimp_correct_affected.test,24103.693359375,5011.603515625,3453.358154296875,2781.964111328125,2067.70458984375,1774.845458984375,1967.5205078125,2221.727783203125,2375.4599609375,2079.024658203125,3062.92431640625,3573.750244140625,3565.848388671875
54,"Yet a superficial fixation on China's headline GDP growth persists, so that a 25% deceleration, to a 7-8% annual rate, is perceived as somehow heralding the end of the modern world's greatest development story.",en_multilingual_blimp_correct_affected.test,22280.708984375,2749.35400390625,2127.3876953125,2152.64013671875,1234.5003662109375,930.0469970703125,1029.18115234375,987.7189331054688,1048.472900390625,1141.922607421875,1333.5877685546875,1379.01220703125,1980.67822265625
55,"Then every element of S strictly precedes x, as x is in T.",en_multilingual_blimp_correct_affected.test,22834.3046875,2913.17236328125,2676.153076171875,2173.18701171875,2955.994873046875,3203.910400390625,2740.632568359375,2637.216064453125,4719.8564453125,5034.17041015625,3304.71826171875,6727.13623046875,6869.34912109375
56,"Now, NASA engineers and astronauts are almost giddy with ""go"" fever as the tentative date for the first launch since the Columbia disaster approaches.",en_multilingual_blimp_correct_affected.test,23357.5546875,3069.319091796875,1931.7933349609375,2061.393310546875,1731.663330078125,1875.541259765625,1750.8736572265625,1531.2569580078125,2090.79541015625,2487.2822265625,2465.328857421875,2584.439697265625,3216.996337890625
57,"Your learning of concepts of all kinds combines with extensive group activity, bringing your mind into a whole new space this year.",en_multilingual_blimp_correct_affected.test,25751.8671875,1311.43701171875,1141.935791015625,1184.41015625,674.0894775390625,861.672607421875,793.074462890625,1028.24658203125,1135.345458984375,1072.2686767578125,1272.5577392578125,1934.2166748046875,2192.585693359375
58,The default view – the view in which the object is open when you carry out the Save As command – determines the design of the data access page.,en_multilingual_blimp_correct_affected.test,20979.931640625,1036.419921875,833.1546020507812,707.500244140625,524.1325073242188,388.8934631347656,455.8984680175781,486.59527587890625,433.4239196777344,391.15814208984375,417.1549377441406,540.3447265625,580.6510620117188
59,"If the snake is not pregnant or shedding, and its enclosure is properly equipped, a loss of appetite probably signals a beginning of hibernation.",en_multilingual_blimp_correct_affected.test,24417.98046875,2312.660400390625,1844.5557861328125,1380.6326904296875,1427.75732421875,864.8491821289062,684.3392944335938,891.0115966796875,919.84521484375,671.380126953125,756.5520629882812,988.4105224609375,903.5682373046875
60,"Also, every element of S strictly precedes x, as x is in T.",en_multilingual_blimp_correct_affected.test,23295.533203125,2889.501220703125,3682.9931640625,3732.81689453125,3633.169677734375,3136.839599609375,3755.017578125,4021.410400390625,4476.7705078125,6727.912109375,5099.90771484375,9301.001953125,11475.5810546875
61,"The problem with this argument is that Bush lacked the experience necessary to be president when he ran in 2000, so this sort of cheap shot just hoists him by his own petard.",en_multilingual_blimp_correct_affected.test,20023.6953125,864.2645874023438,764.0084838867188,671.7189331054688,693.9039916992188,601.89501953125,733.8626708984375,753.06689453125,835.6058349609375,907.0606079101562,1028.846435546875,1092.5712890625,1489.39208984375
62,Our project of a Europe that aims to satisfy social needs envisages the convergence of living conditions towards the highest common denominator.,en_multilingual_blimp_correct_affected.test,20616.9609375,2726.418701171875,1458.9578857421875,1094.008544921875,552.174560546875,398.7498474121094,359.5284423828125,387.41058349609375,341.3450622558594,407.06585693359375,356.7821044921875,532.6809692382812,608.1571655273438
63,"China's strong hand in this even extends to the diplomatic realm; China is a permanent member of the United Nations Security Council, and could veto any actions against Iran proposed by the United States.",en_multilingual_blimp_correct_affected.test,23132.857421875,1740.3883056640625,868.9705200195312,982.4701538085938,732.5047607421875,522.5747680664062,527.1736450195312,623.15380859375,715.6096801757812,778.5108642578125,753.7394409179688,796.9085083007812,863.0089721679688
64,"Let me join the chorus of annoyance over Google's new toolbar, which, as noted in the linked article, commits just about every sin an online marketer could commit, and makes up a few new ones besides.",en_multilingual_blimp_correct_affected.test,23715.904296875,1954.199462890625,1946.763671875,1615.962158203125,1646.5640869140625,1207.4515380859375,1125.164794921875,1288.8931884765625,1321.7777099609375,1303.81005859375,1506.61865234375,2517.373291015625,2795.552001953125
65,"In the next week or so, we 'll be sending around a discussion paper which we hope crystallizes the issues, and we will try to talk to as many of you as possible before the meeting to go through it.",en_multilingual_blimp_correct_affected.test,23119.25,591.495849609375,539.5233764648438,522.5062255859375,426.1365966796875,395.2060546875,480.42431640625,501.25115966796875,519.834228515625,478.4970397949219,555.2380981445312,693.8411254882812,661.284423828125
66,"Indeed, its three-year plan for economic innovation, announced in February, aims to raise the female employment rate to 62% by 2017, through the provision of affordable, high-quality childcare facilities and expanded paid parental leave, among other measures.",en_multilingual_blimp_correct_affected.test,21876.21875,6491.46826171875,7124.86181640625,5717.14111328125,4507.3193359375,3821.08642578125,4049.554443359375,4506.13720703125,4485.21923828125,4102.787109375,4443.0126953125,5357.35400390625,7048.8818359375
67,"Al Qaeda members and sympathizers feel that the FBI's involvement in countries like Egypt, Saudi Arabia, Pakistan, Indonesia, and the Philippines interferes with the sovereignty of those countries.",en_multilingual_blimp_correct_affected.test,21465.703125,2758.70947265625,1907.8375244140625,1474.183837890625,1166.019775390625,917.6853637695312,842.781494140625,644.5556640625,844.49072265625,1184.220947265625,1249.765380859375,1047.064453125,1609.6129150390625
68,I have to say the value of this place always amazes me.,en_multilingual_blimp_correct_affected.test,21218.67578125,403.09979248046875,232.09027099609375,241.62010192871094,122.4657974243164,99.58397674560547,75.02568817138672,81.30850219726562,80.6778335571289,64.14861297607422,86.8292465209961,99.1167221069336,92.06355285644531
69,"The mycelium, in the right conditions, produces a mushroom - it bursts through with such ferocity that it can break asphalt.",en_multilingual_blimp_correct_affected.test,23231.458984375,1707.2664794921875,1145.2119140625,982.8787231445312,685.5075073242188,595.5457153320312,423.8050537109375,499.1046142578125,586.724609375,533.9071655273438,555.515380859375,656.4496459960938,646.98828125
70,The title page of the 1594 edition of Titus Andronicus reveals that the play had been acted by three different troupes.,en_multilingual_blimp_correct_affected.test,21745.447265625,2235.09912109375,1069.65869140625,911.5548095703125,950.4703369140625,710.1109008789062,673.7742309570312,697.6337280273438,651.50634765625,637.0010986328125,743.88330078125,711.1046752929688,1292.934326171875
71,"In the photo on the couch, the pillow she is resting on clashes with everything else in the shot.",en_multilingual_blimp_correct_affected.test,27589.12109375,852.1719970703125,978.3356323242188,1312.168212890625,1003.2425537109375,973.6417236328125,921.533203125,1024.3760986328125,1290.3990478515625,1640.1025390625,1666.19482421875,1799.03662109375,2278.0625
72,"But Carney argues that, on the contrary, the rest of the British economy benefits from having a global financial center in its midst.",en_multilingual_blimp_correct_affected.test,22979.908203125,1473.3961181640625,1287.26416015625,1178.4044189453125,835.3588256835938,767.1900024414062,735.3871459960938,828.9090576171875,1010.0081176757812,749.8338623046875,1061.605224609375,1224.2486572265625,1612.326171875
73,"(11) The approach set out in the Green Paper on Integrated Product Policy, which is a major innovative element of the Sixth Community Environment Action Programme, aims to reduce the environmental impacts of products across the whole of their life cycle.",en_multilingual_blimp_correct_affected.test,21326.296875,1923.2879638671875,1248.9932861328125,943.8929443359375,975.6629028320312,719.523681640625,656.5341186523438,596.0039672851562,891.7320556640625,712.2537231445312,774.54296875,953.57177734375,1118.8201904296875
74,"Remember that what you do to yourself affects me and everybody else, remember that what you do to me and anyone else shapes your destiny.",en_multilingual_blimp_correct_affected.test,21992.29296875,565.4398803710938,393.4828796386719,316.7343444824219,253.7494659423828,193.97120666503906,212.7072296142578,196.49749755859375,188.90817260742188,186.99867248535156,209.32073974609375,210.96942138671875,242.18231201171875
75,"Of course the paper written by Mr Eichelberger and his Egyptian collaborators states that the purpose of the Nasser seizure of power was ""to solve the pressing social and political problems which made the revolution necessary.""",en_multilingual_blimp_correct_affected.test,19332.798828125,1723.950927734375,860.0995483398438,862.2077026367188,763.8059692382812,691.6448364257812,719.4070434570312,757.4765014648438,834.810546875,817.99072265625,778.3627319335938,1118.593505859375,1447.8402099609375
76,"Today, the dominant method for reducing insect populations – the so-called ""sterile insect technique"" (SIT) – relies on radiation to sterilize males, which are then released into infested areas to mate.",en_multilingual_blimp_correct_affected.test,23942.51953125,5028.59423828125,4641.94287109375,4335.7216796875,3239.211181640625,2405.80810546875,2891.42529296875,2831.74365234375,3188.89453125,3129.31591796875,3319.820556640625,3402.838623046875,3658.376953125
77,"The name ""Caribbean"" derives from the Caribs, one of the dominant Native American groups in the region at the time of European contact during the late 15th century.",en_multilingual_blimp_correct_affected.test,21232.822265625,1372.272216796875,988.8970947265625,840.6602783203125,593.17529296875,470.269775390625,428.98602294921875,429.77752685546875,416.6613464355469,476.2707824707031,465.6745300292969,526.7236328125,534.8956298828125
78,"The centrality of a father in this novel matches Balzac's own position - not only as mentor to his troubled young secretary, Jules Sandeau, but also the fact that he had (most likely) fathered a child, Marie-Caroline, with his otherwise-married lover, Maria Du Fresnay.",en_multilingual_blimp_correct_affected.test,21367.5234375,3394.204345703125,4829.00244140625,4616.31103515625,3491.843017578125,2224.15087890625,2270.17578125,2394.4150390625,2549.00439453125,2006.2412109375,2548.01416015625,3071.544677734375,3924.595947265625
79,Another theme of the Skylark novels involves precursors of modern information technology.,en_multilingual_blimp_correct_affected.test,27377.7109375,3047.298583984375,1482.1436767578125,804.0899047851562,517.5570068359375,401.25091552734375,362.56689453125,321.91351318359375,306.24932861328125,327.426513671875,281.6400146484375,271.0101318359375,358.5072937011719
80,"Article 6 of the Gallup Compression Services Agreement (which I am sending to you separately) with ECS obligates ECS to ""work in good faith with CDEC"" to establish an automated system that would automatically have alerted us to peak loading conditions on CDEC's system.",en_multilingual_blimp_correct_affected.test,22478.46875,3967.37158203125,1926.9625244140625,1585.4344482421875,1180.2545166015625,922.35791015625,879.5944213867188,910.1453857421875,934.1792602539062,1030.24072265625,958.5623779296875,1360.079833984375,1522.4661865234375
81,"If you move the line downward, the distance between the moving line and the nearest parallel line below remains constant, and the perpendicular line above the moving line lengthens.",en_multilingual_blimp_correct_affected.test,21440.884765625,1948.22705078125,1961.340087890625,1671.1766357421875,850.1329956054688,660.0684204101562,846.4456176757812,712.853759765625,833.5540161132812,666.9369506835938,1039.7552490234375,1002.2093505859375,1400.722412109375
82,"If you move the line to the right, the distance between the moving line and the nearest parallel line to the right remains constant, and the perpendicular line to the left of the moving line lengthens.",en_multilingual_blimp_correct_affected.test,18713.505859375,848.3819580078125,844.1786499023438,627.358642578125,434.42144775390625,344.3252258300781,411.2386474609375,413.9773254394531,500.1104736328125,405.1451110839844,641.4540405273438,587.1900634765625,800.1682739257812
83,"If you move the line to the left, the distance between the moving line and the nearest parallel line to the right remains constant, and the perpendicular line to the left of the moving line contracts.",en_multilingual_blimp_correct_affected.test,19001.640625,838.4484252929688,830.3375244140625,624.573486328125,455.7497863769531,382.26373291015625,483.3978576660156,493.18994140625,634.5618896484375,514.9012451171875,803.2391357421875,675.131103515625,877.3734130859375
